step,t,x,y,z,yaw,qw,qx,qy,qz
29,0.58,-9.935997009277344,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
30,0.6,-9.927996635437012,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
31,0.62,-9.91999626159668,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
32,0.64,-9.911995887756348,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
33,0.66,-9.903995513916016,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
34,0.68,-9.895995140075684,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
35,0.7000000000000001,-9.887994766235352,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
36,0.72,-9.87999439239502,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
37,0.74,-9.871994018554688,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
38,0.76,-9.863993644714355,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
39,0.78,-9.855993270874023,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
40,0.8,-9.847992897033691,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
41,0.8200000000000001,-9.83999252319336,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
42,0.84,-9.831992149353027,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
43,0.86,-9.823991775512695,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
44,0.88,-9.815991401672363,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
45,0.9,-9.807991027832031,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
46,0.92,-9.7999906539917,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
47,0.9400000000000001,-9.791990280151367,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
48,0.96,-9.783989906311035,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
49,0.98,-9.775989532470703,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
50,1.0,-9.767989158630371,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
51,1.02,-9.759988784790039,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
52,1.04,-9.751988410949707,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
53,1.06,-9.743988037109375,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
54,1.08,-9.735987663269043,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
55,1.1,-9.727987289428711,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
56,1.12,-9.719986915588379,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
57,1.1400000000000001,-9.711986541748047,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
58,1.16,-9.703986167907715,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
59,1.18,-9.703986167907715,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
60,1.2,-9.703986167907715,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
61,1.22,-9.703986167907715,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
62,1.24,-9.703986167907715,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
63,1.26,-9.703986167907715,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
64,1.28,-9.703986167907715,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
65,1.3,-9.703986167907715,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
66,1.32,-9.703986167907715,-10.0,0.8199999928474426,0.0,1.0,0.0,0.0,0.0
67,1.34,-9.703986167907715,-10.0,0.824999988079071,0.0,1.0,0.0,0.0,0.0
68,1.36,-9.703986167907715,-10.0,0.8299999833106995,0.0,1.0,0.0,0.0,0.0
69,1.3800000000000001,-9.703986167907715,-10.0,0.8349999785423279,0.0,1.0,0.0,0.0,0.0
70,1.4000000000000001,-9.703986167907715,-10.0,0.8399999737739563,0.0,1.0,0.0,0.0,0.0
71,1.42,-9.703986167907715,-10.0,0.8449999690055847,0.0,1.0,0.0,0.0,0.0
72,1.44,-9.703986167907715,-10.0,0.8499999642372131,0.0,1.0,0.0,0.0,0.0
73,1.46,-9.703986167907715,-10.0,0.8549999594688416,0.0,1.0,0.0,0.0,0.0
74,1.48,-9.703986167907715,-10.0,0.85999995470047,0.0,1.0,0.0,0.0,0.0
75,1.5,-9.703986167907715,-10.0,0.8649999499320984,0.0,1.0,0.0,0.0,0.0
76,1.52,-9.703986167907715,-10.0,0.8699999451637268,0.0,1.0,0.0,0.0,0.0
77,1.54,-9.703986167907715,-10.0,0.8749999403953552,0.0,1.0,0.0,0.0,0.0
78,1.56,-9.703986167907715,-10.0,0.8799999356269836,0.0,1.0,0.0,0.0,0.0
79,1.58,-9.703986167907715,-10.0,0.8849999308586121,0.0,1.0,0.0,0.0,0.0
80,1.6,-9.695985794067383,-10.0,0.8899999260902405,0.0,1.0,0.0,0.0,0.0
81,1.62,-9.68798542022705,-10.0,0.8949999213218689,0.0,1.0,0.0,0.0,0.0
82,1.6400000000000001,-9.679985046386719,-10.0,0.8999999165534973,0.0,1.0,0.0,0.0,0.0
83,1.6600000000000001,-9.671984672546387,-10.0,0.9049999117851257,0.0,1.0,0.0,0.0,0.0
84,1.68,-9.663984298706055,-10.0,0.9099999070167542,0.0,1.0,0.0,0.0,0.0
85,1.7,-9.655983924865723,-10.0,0.9149999022483826,0.0,1.0,0.0,0.0,0.0
86,1.72,-9.64798355102539,-10.0,0.919999897480011,0.0,1.0,0.0,0.0,0.0
87,1.74,-9.639983177185059,-10.0,0.9249998927116394,0.0,1.0,0.0,0.0,0.0
88,1.76,-9.631982803344727,-10.0,0.9299998879432678,0.0,1.0,0.0,0.0,0.0
89,1.78,-9.623982429504395,-10.0,0.9349998831748962,0.0,1.0,0.0,0.0,0.0
90,1.8,-9.615982055664062,-10.0,0.9399998784065247,0.0,1.0,0.0,0.0,0.0
91,1.82,-9.60798168182373,-10.0,0.9449998736381531,0.0,1.0,0.0,0.0,0.0
92,1.84,-9.599981307983398,-10.0,0.9499998688697815,0.0,1.0,0.0,0.0,0.0
93,1.86,-9.591980934143066,-10.0,0.9549998641014099,0.0,1.0,0.0,0.0,0.0
94,1.8800000000000001,-9.583980560302734,-10.0,0.9599998593330383,0.0,1.0,0.0,0.0,0.0
95,1.9000000000000001,-9.575980186462402,-10.0,0.9649998545646667,0.0,1.0,0.0,0.0,0.0
96,1.92,-9.56797981262207,-10.0,0.9699998497962952,0.0,1.0,0.0,0.0,0.0
97,1.94,-9.559979438781738,-10.0,0.9749998450279236,0.0,1.0,0.0,0.0,0.0
98,1.96,-9.551979064941406,-10.0,0.979999840259552,0.0,1.0,0.0,0.0,0.0
99,1.98,-9.543978691101074,-10.0,0.9849998354911804,0.0,1.0,0.0,0.0,0.0
100,2.0,-9.535978317260742,-10.0,0.9899998307228088,0.0,1.0,0.0,0.0,0.0
101,2.02,-9.52797794342041,-10.0,0.9949998259544373,0.0,1.0,0.0,0.0,0.0
102,2.04,-9.519977569580078,-10.0,0.9999998211860657,0.0,1.0,0.0,0.0,0.0
103,2.06,-9.511977195739746,-10.0,1.0049998760223389,0.0,1.0,0.0,0.0,0.0
104,2.08,-9.503976821899414,-10.0,1.0099998712539673,0.0,1.0,0.0,0.0,0.0
105,2.1,-9.495976448059082,-10.0,1.0149998664855957,0.0,1.0,0.0,0.0,0.0
106,2.12,-9.48797607421875,-10.0,1.0199998617172241,0.0,1.0,0.0,0.0,0.0
107,2.14,-9.479975700378418,-10.0,1.0249998569488525,0.0,1.0,0.0,0.0,0.0
108,2.16,-9.471975326538086,-10.0,1.029999852180481,0.0,1.0,0.0,0.0,0.0
109,2.18,-9.463974952697754,-10.0,1.0349998474121094,0.0,1.0,0.0,0.0,0.0
110,2.2,-9.455974578857422,-10.0,1.0399998426437378,0.0,1.0,0.0,0.0,0.0
111,2.22,-9.44797420501709,-10.0,1.0449998378753662,0.0,1.0,0.0,0.0,0.0
112,2.24,-9.439973831176758,-10.0,1.0499998331069946,0.0,1.0,0.0,0.0,0.0
113,2.2600000000000002,-9.431973457336426,-10.0,1.054999828338623,0.0,1.0,0.0,0.0,0.0
114,2.2800000000000002,-9.423973083496094,-10.0,1.0599998235702515,0.0,1.0,0.0,0.0,0.0
115,2.3000000000000003,-9.415972709655762,-10.0,1.0649998188018799,0.0,1.0,0.0,0.0,0.0
116,2.32,-9.40797233581543,-10.0,1.0699998140335083,0.0,1.0,0.0,0.0,0.0
117,2.34,-9.399971961975098,-10.0,1.0749998092651367,0.0,1.0,0.0,0.0,0.0
118,2.36,-9.391971588134766,-10.0,1.0799998044967651,0.0,1.0,0.0,0.0,0.0
119,2.38,-9.383971214294434,-10.0,1.0849997997283936,0.0,1.0,0.0,0.0,0.0
120,2.4,-9.375970840454102,-10.0,1.089999794960022,0.0,1.0,0.0,0.0,0.0
121,2.42,-9.36797046661377,-10.0,1.0949997901916504,0.0,1.0,0.0,0.0,0.0
122,2.44,-9.359970092773438,-10.0,1.0999997854232788,0.0,1.0,0.0,0.0,0.0
123,2.46,-9.351969718933105,-10.0,1.1049997806549072,0.0,1.0,0.0,0.0,0.0
124,2.48,-9.343969345092773,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
125,2.5,-9.335968971252441,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
126,2.52,-9.32796859741211,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
127,2.54,-9.319968223571777,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
128,2.56,-9.311967849731445,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
129,2.58,-9.303967475891113,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
130,2.6,-9.295967102050781,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
131,2.62,-9.28796672821045,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
132,2.64,-9.279966354370117,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
133,2.66,-9.271965980529785,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
134,2.68,-9.263965606689453,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
135,2.7,-9.255965232849121,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
136,2.72,-9.247964859008789,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
137,2.74,-9.239964485168457,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
138,2.7600000000000002,-9.231964111328125,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
139,2.7800000000000002,-9.223963737487793,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
140,2.8000000000000003,-9.215963363647461,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
141,2.82,-9.207962989807129,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
142,2.84,-9.199962615966797,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
143,2.86,-9.191962242126465,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
144,2.88,-9.183961868286133,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
145,2.9,-9.1759614944458,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
146,2.92,-9.167961120605469,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
147,2.94,-9.167961120605469,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
148,2.96,-9.167961120605469,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
149,2.98,-9.167961120605469,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
150,3.0,-9.167961120605469,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
151,3.02,-9.167961120605469,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
152,3.04,-9.167961120605469,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
153,3.06,-9.167961120605469,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
154,3.08,-9.167961120605469,-10.0,1.1099997758865356,0.0,1.0,0.0,0.0,0.0
155,3.1,-9.167961120605469,-10.0,1.114999771118164,0.0,1.0,0.0,0.0,0.0
156,3.12,-9.167961120605469,-10.0,1.1199997663497925,0.0,1.0,0.0,0.0,0.0
157,3.14,-9.167961120605469,-10.0,1.124999761581421,0.0,1.0,0.0,0.0,0.0
158,3.16,-9.167961120605469,-10.0,1.1299997568130493,0.0,1.0,0.0,0.0,0.0
159,3.18,-9.167961120605469,-10.0,1.1349997520446777,0.0,1.0,0.0,0.0,0.0
160,3.2,-9.167961120605469,-10.0,1.1399997472763062,0.0,1.0,0.0,0.0,0.0
161,3.22,-9.167961120605469,-10.0,1.1449997425079346,0.0,1.0,0.0,0.0,0.0
162,3.24,-9.167961120605469,-10.0,1.149999737739563,0.0,1.0,0.0,0.0,0.0
163,3.2600000000000002,-9.167961120605469,-10.0,1.1549997329711914,0.0,1.0,0.0,0.0,0.0
164,3.2800000000000002,-9.167961120605469,-10.0,1.1599997282028198,0.0,1.0,0.0,0.0,0.0
165,3.3000000000000003,-9.167961120605469,-10.0,1.1649997234344482,0.0,1.0,0.0,0.0,0.0
166,3.3200000000000003,-9.167961120605469,-10.0,1.1699997186660767,0.0,1.0,0.0,0.0,0.0
167,3.34,-9.167961120605469,-10.0,1.174999713897705,0.0,1.0,0.0,0.0,0.0
168,3.36,-9.167961120605469,-10.0,1.1799997091293335,0.0,1.0,0.0,0.0,0.0
169,3.38,-9.167961120605469,-10.0,1.184999704360962,0.0,1.0,0.0,0.0,0.0
170,3.4,-9.167961120605469,-10.0,1.1899996995925903,0.0,1.0,0.0,0.0,0.0
171,3.42,-9.167961120605469,-10.0,1.1949996948242188,0.0,1.0,0.0,0.0,0.0
172,3.44,-9.167961120605469,-10.0,1.1999996900558472,0.0,1.0,0.0,0.0,0.0
173,3.46,-9.167961120605469,-10.0,1.2049996852874756,0.0,1.0,0.0,0.0,0.0
174,3.48,-9.167961120605469,-10.0,1.209999680519104,0.0,1.0,0.0,0.0,0.0
175,3.5,-9.167961120605469,-10.0,1.2149996757507324,0.0,1.0,0.0,0.0,0.0
176,3.52,-9.167961120605469,-10.0,1.2199996709823608,0.0,1.0,0.0,0.0,0.0
177,3.54,-9.167961120605469,-10.0,1.2249996662139893,0.0,1.0,0.0,0.0,0.0
178,3.56,-9.167961120605469,-10.0,1.2299996614456177,0.0,1.0,0.0,0.0,0.0
179,3.58,-9.167961120605469,-10.0,1.234999656677246,0.0,1.0,0.0,0.0,0.0
180,3.6,-9.167961120605469,-10.0,1.2399996519088745,0.0,1.0,0.0,0.0,0.0
181,3.62,-9.167961120605469,-10.0,1.244999647140503,0.0,1.0,0.0,0.0,0.0
182,3.64,-9.167961120605469,-10.0,1.2499996423721313,0.0,1.0,0.0,0.0,0.0
183,3.66,-9.167961120605469,-10.0,1.2549996376037598,0.0,1.0,0.0,0.0,0.0
184,3.68,-9.167961120605469,-10.0,1.2599996328353882,0.0,1.0,0.0,0.0,0.0
185,3.7,-9.167961120605469,-10.0,1.2649996280670166,0.0,1.0,0.0,0.0,0.0
186,3.72,-9.167961120605469,-10.0,1.269999623298645,0.0,1.0,0.0,0.0,0.0
187,3.74,-9.167961120605469,-10.0,1.2749996185302734,0.0,1.0,0.0,0.0,0.0
188,3.7600000000000002,-9.167961120605469,-10.0,1.2799996137619019,0.0,1.0,0.0,0.0,0.0
189,3.7800000000000002,-9.167961120605469,-10.0,1.2849996089935303,0.0,1.0,0.0,0.0,0.0
190,3.8000000000000003,-9.167961120605469,-10.0,1.2899996042251587,0.0,1.0,0.0,0.0,0.0
191,3.8200000000000003,-9.167961120605469,-10.0,1.294999599456787,0.0,1.0,0.0,0.0,0.0
192,3.84,-9.167961120605469,-10.0,1.2999995946884155,0.0,1.0,0.0,0.0,0.0
193,3.86,-9.167961120605469,-10.0,1.304999589920044,0.0,1.0,0.0,0.0,0.0
194,3.88,-9.167961120605469,-10.0,1.3099995851516724,0.0,1.0,0.0,0.0,0.0
195,3.9,-9.167961120605469,-10.0,1.3149995803833008,0.0,1.0,0.0,0.0,0.0
196,3.92,-9.167961120605469,-10.0,1.3199995756149292,0.0,1.0,0.0,0.0,0.0
197,3.94,-9.167961120605469,-10.0,1.3249995708465576,0.0,1.0,0.0,0.0,0.0
198,3.96,-9.167961120605469,-10.0,1.329999566078186,0.0,1.0,0.0,0.0,0.0
199,3.98,-9.167961120605469,-10.0,1.3349995613098145,0.0,1.0,0.0,0.0,0.0
200,4.0,-9.167961120605469,-10.0,1.3399995565414429,0.0,1.0,0.0,0.0,0.0
201,4.0200000000000005,-9.167961120605469,-10.0,1.3449995517730713,0.0,1.0,0.0,0.0,0.0
202,4.04,-9.167961120605469,-10.0,1.3499995470046997,0.0,1.0,0.0,0.0,0.0
203,4.0600000000000005,-9.167961120605469,-10.0,1.3549995422363281,0.0,1.0,0.0,0.0,0.0
204,4.08,-9.167961120605469,-10.0,1.3599995374679565,0.0,1.0,0.0,0.0,0.0
205,4.1,-9.167961120605469,-10.0,1.364999532699585,0.0,1.0,0.0,0.0,0.0
206,4.12,-9.167961120605469,-10.0,1.3699995279312134,0.0,1.0,0.0,0.0,0.0
207,4.14,-9.167961120605469,-10.0,1.3749995231628418,0.0,1.0,0.0,0.0,0.0
208,4.16,-9.167961120605469,-10.0,1.3799995183944702,0.0,1.0,0.0,0.0,0.0
209,4.18,-9.167961120605469,-10.0,1.3849995136260986,0.0,1.0,0.0,0.0,0.0
210,4.2,-9.167961120605469,-10.0,1.389999508857727,0.0,1.0,0.0,0.0,0.0
211,4.22,-9.167961120605469,-10.0,1.3949995040893555,0.0,1.0,0.0,0.0,0.0
212,4.24,-9.167961120605469,-10.0,1.3999994993209839,0.0,1.0,0.0,0.0,0.0
213,4.26,-9.167961120605469,-10.0,1.4049994945526123,0.0,1.0,0.0,0.0,0.0
214,4.28,-9.167961120605469,-10.0,1.4099994897842407,0.0,1.0,0.0,0.0,0.0
215,4.3,-9.167961120605469,-10.0,1.4149994850158691,0.0,1.0,0.0,0.0,0.0
216,4.32,-9.167961120605469,-10.0,1.4199994802474976,0.0,1.0,0.0,0.0,0.0
217,4.34,-9.167961120605469,-10.0,1.424999475479126,0.0,1.0,0.0,0.0,0.0
218,4.36,-9.167961120605469,-10.0,1.4299994707107544,0.0,1.0,0.0,0.0,0.0
219,4.38,-9.167961120605469,-10.0,1.4349994659423828,0.0,1.0,0.0,0.0,0.0
220,4.4,-9.167961120605469,-10.0,1.4349994659423828,0.0,1.0,0.0,0.0,0.0
221,4.42,-9.167961120605469,-10.0,1.4349994659423828,0.0,1.0,0.0,0.0,0.0
222,4.44,-9.167961120605469,-10.0,1.4349994659423828,0.0,1.0,0.0,0.0,0.0
223,4.46,-9.167961120605469,-10.0,1.4349994659423828,0.0,1.0,0.0,0.0,0.0
224,4.48,-9.167961120605469,-10.0,1.4349994659423828,0.0,1.0,0.0,0.0,0.0
225,4.5,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
226,4.5200000000000005,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
227,4.54,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
228,4.5600000000000005,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
229,4.58,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
230,4.6000000000000005,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
231,4.62,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
232,4.64,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
233,4.66,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
234,4.68,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
235,4.7,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
236,4.72,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
237,4.74,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
238,4.76,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
239,4.78,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
240,4.8,-9.167961120605469,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
241,4.82,-9.159960746765137,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
242,4.84,-9.151960372924805,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
243,4.86,-9.143959999084473,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
244,4.88,-9.13595962524414,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
245,4.9,-9.127959251403809,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
246,4.92,-9.119958877563477,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
247,4.94,-9.111958503723145,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
248,4.96,-9.103958129882812,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
249,4.98,-9.09595775604248,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
250,5.0,-9.087957382202148,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
251,5.0200000000000005,-9.079957008361816,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
252,5.04,-9.071956634521484,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
253,5.0600000000000005,-9.063956260681152,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
254,5.08,-9.05595588684082,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
255,5.1000000000000005,-9.047955513000488,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
256,5.12,-9.039955139160156,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
257,5.14,-9.031954765319824,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
258,5.16,-9.023954391479492,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
259,5.18,-9.01595401763916,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
260,5.2,-9.007953643798828,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
261,5.22,-8.999953269958496,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
262,5.24,-8.991952896118164,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
263,5.26,-8.983952522277832,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
264,5.28,-8.9759521484375,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
265,5.3,-8.967951774597168,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
266,5.32,-8.959951400756836,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
267,5.34,-8.951951026916504,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
268,5.36,-8.943950653076172,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
269,5.38,-8.93595027923584,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
270,5.4,-8.927949905395508,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
271,5.42,-8.919949531555176,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
272,5.44,-8.911949157714844,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
273,5.46,-8.903948783874512,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
274,5.48,-8.89594841003418,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
275,5.5,-8.887948036193848,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
276,5.5200000000000005,-8.879947662353516,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
277,5.54,-8.879947662353516,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
278,5.5600000000000005,-8.879947662353516,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
279,5.58,-8.879947662353516,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
280,5.6000000000000005,-8.879947662353516,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
281,5.62,-8.879947662353516,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
282,5.64,-8.879947662353516,-10.0,1.4399994611740112,0.0,1.0,0.0,0.0,0.0
